location,date,iso_code,continent,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,life_expectancy,human_development_index,population,mobility_country_region,mobility_country_region_code,place_id,mobility_retail_and_recreation_percent_change_from_baseline,mobility_grocery_and_pharmacy_percent_change_from_baseline,mobility_parks_percent_change_from_baseline,mobility_transit_stations_percent_change_from_baseline,mobility_workplaces_percent_change_from_baseline,mobility_residential_percent_change_from_baseline
Afghanistan,2020-02-01,AFG,Asia,42102199.740909725,1.0,635814.9444926686,0.0,89748.73620929527,0.0008275862068965517,875.4515668980223,0.0,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,-1.2,5.1,0.8666666666666667,4.966666666666667,2.6,0.8
Afghanistan,2020-03-01,AFG,Asia,831.0,113.0,504282.0249424613,4.0,0.6516774193548387,0.08867741935483871,649.540323827565,0.003096774193548387,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,-10.741935483870968,-1.3064516129032258,-3.306451612903226,-9.064516129032258,-7.161290322580645,3.693548387096774
Afghanistan,2020-04-01,AFG,Asia,23353.0,1713.0,756.0,56.0,18.926766666666666,1.3884,0.6126666666666666,0.04533333333333333,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,-50.25,-32.233333333333334,-29.0,-46.18333333333333,-40.56666666666667,16.166666666666668
Afghanistan,2020-05-01,AFG,Asia,204431.0,12616.0,4616.0,188.0,160.339,9.895,3.6204516129032256,0.1474193548387097,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,-44.083333333333336,-20.11111111111111,-30.0,-41.333333333333336,-32.97222222222222,16.416666666666668
Afghanistan,2020-07-01,AFG,Asia,1071563.0,5304.0,32779.0,538.0,840.4469032258064,4.159967741935484,25.7091935483871,0.42193548387096774,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,-8.827586206896552,18.96551724137931,-2.4827586206896552,-8.620689655172415,-15.568965517241379,6.379310344827586
Afghanistan,2020-08-01,AFG,Asia,1160813.0,1601.0,41853.0,131.0,910.4473870967742,1.2556451612903228,32.82616129032258,0.10280645161290322,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,-1.0161290322580645,18.596774193548388,3.8225806451612905,-4.612903225806452,-18.177419354838708,3.3225806451612905
Afghanistan,2020-09-01,AFG,Asia,1162715.0,1111.0,42884.0,56.0,942.3371666666667,0.9004666666666666,34.75586666666667,0.045399999999999996,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,26.5,40.11666666666667,10.016666666666667,-0.6,-2.816666666666667,3.033333333333333
Afghanistan,2020-10-01,AFG,Asia,1243782.0,2080.0,46147.0,75.0,975.5214516129032,1.6312903225806452,36.193935483870966,0.058806451612903224,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,32.483870967741936,49.75806451612903,7.274193548387097,2.693548387096774,-2.838709677419355,3.435483870967742
Afghanistan,2020-11-01,AFG,Asia,1303865.0,4881.0,48777.0,230.0,1056.7338666666667,3.9559333333333333,39.5319,0.18643333333333334,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,29.416666666666668,49.86666666666667,4.95,1.2,0.16666666666666666,2.7
Afghanistan,2020-12-01,AFG,Asia,1539551.0,6115.0,62050.0,426.0,1207.4986774193549,4.796161290322581,48.666999999999994,0.3340967741935484,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,29.951612903225808,52.29032258064516,17.016129032258064,9.258064516129032,1.6935483870967742,5.67741935483871
Afghanistan,2021-01-01,AFG,Asia,1671259.0,2693.0,71891.0,211.0,1310.7996774193548,2.1121612903225806,56.385354838709674,0.16548387096774192,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,23.451612903225808,38.483870967741936,9.14516129032258,-3.032258064516129,0.1774193548387097,4.596774193548387
Afghanistan,2021-02-01,AFG,Asia,1553102.0,691.0,67864.0,43.0,1348.6405714285715,0.6001071428571428,58.929964285714284,0.03728571428571429,54.42199999999999,18.6,2.581,1.337,1803.9869999999999,597.0289999999999,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,21.053571428571427,40.607142857142854,6.196428571428571,-9.446428571428571,-5.232142857142857,2.3035714285714284
Afghanistan,2021-03-01,AFG,Asia,1737068.0,740.0,76227.0,41.0,1362.4149032258065,0.5804193548387097,59.78622580645161,0.032193548387096774,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,34.25806451612903,64.25806451612904,12.35483870967742,2.870967741935484,-3.403225806451613,-0.3387096774193548
Afghanistan,2021-04-01,AFG,Asia,1733260.0,3291.0,76300.0,141.0,1404.7425,2.6672333333333333,61.83826666666666,0.11423333333333334,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,27.766666666666666,65.3,13.9,7.15,1.35,3.8333333333333335
Afghanistan,2021-05-01,AFG,Asia,1991950.0,12093.0,85386.0,319.0,1562.3235483870967,9.484806451612902,66.96983870967742,0.25025806451612903,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,45.17741935483871,88.56451612903226,30.306451612903224,15.741935483870968,-1.3387096774193548,0.8064516129032258
Afghanistan,2021-06-01,AFG,Asia,2848717.0,46821.0,114208.0,1927.0,2308.7786666666666,37.946733333333334,92.56126666666667,1.5617666666666667,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,39.9,77.38333333333334,29.783333333333335,-0.35,-2.4,0.35
Afghanistan,2021-07-01,AFG,Asia,4241348.0,28495.0,184478.0,1837.0,3326.568483870968,22.349096774193548,144.68951612903226,1.4407096774193549,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,46.016129032258064,83.01612903225806,36.806451612903224,1.8548387096774193,-9.129032258064516,-0.12903225806451613
Afghanistan,2021-08-01,AFG,Asia,4696019.0,6066.0,216817.0,410.0,3683.175483870968,4.757612903225806,170.0535806451613,0.3215806451612903,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,40.725806451612904,79.62903225806451,37.03225806451613,11.435483870967742,-19.129032258064516,2.7903225806451615
Afghanistan,2021-09-01,AFG,Asia,4627372.0,1832.0,215207.0,86.0,3750.312166666667,1.4848,174.41736666666665,0.06970000000000001,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,25.2,68.56666666666666,20.25,-20.133333333333333,-21.966666666666665,4.166666666666667
Afghanistan,2021-10-01,AFG,Asia,4822713.0,1036.0,224375.0,68.0,3782.5439677419354,0.8126129032258064,175.98161290322582,0.05338709677419355,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,28.64516129032258,75.41935483870968,19.032258064516128,-16.612903225806452,-18.951612903225808,2.4516129032258065
Afghanistan,2021-11-01,AFG,Asia,4699305.0,1172.0,218844.0,36.0,3808.6111,0.9499333333333334,177.36483333333334,0.029166666666666667,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,30.85,81.31666666666666,18.083333333333332,-16.95,-15.616666666666667,3.033333333333333
Afghanistan,2021-12-01,AFG,Asia,4888407.0,799.0,227263.0,48.0,3834.069,0.6267419354838709,178.24651612903224,0.03764516129032258,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,28.274193548387096,75.83870967741936,18.806451612903224,-20.548387096774192,-7.096774193548387,2.9838709677419355
Afghanistan,2022-01-01,AFG,Asia,4933721.0,4081.0,228798.0,53.0,3869.6096774193547,3.200838709677419,179.4505806451613,0.04158064516129032,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,33.145161290322584,82.64516129032258,27.419354838709676,-17.70967741935484,0.45161290322580644,3.9516129032258065
Afghanistan,2022-02-01,AFG,Asia,4748703.0,11255.0,209932.0,184.0,4123.549678571429,9.77332142857143,182.2950357142857,0.15985714285714286,54.42199999999999,18.6,2.581,1.337,1803.9869999999999,597.0289999999999,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,39.92857142857143,95.625,39.982142857142854,-11.017857142857142,5.25,3.6785714285714284
Afghanistan,2022-03-01,AFG,Asia,5461199.0,4299.0,236907.0,72.0,4283.320419354838,3.371806451612903,185.81058064516128,0.05651612903225806,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,69.56451612903226,147.93548387096774,99.45161290322581,20.516129032258064,15.32258064516129,7.645161290322581
Afghanistan,2022-04-01,AFG,Asia,5349739.0,1179.0,230303.0,18.0,4335.763633333333,0.9556333333333333,186.65206666666666,0.0146,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,56.483333333333334,146.78333333333333,91.98333333333333,18.016666666666666,19.083333333333332,14.2
Afghanistan,2022-05-01,AFG,Asia,5561351.0,1390.0,238421.0,20.0,4361.8714838709675,1.0901935483870968,186.99812903225808,0.01564516129032258,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,66.25806451612904,149.29032258064515,104.66129032258064,10.935483870967742,8.64516129032258,7.258064516129032
Afghanistan,2022-06-01,AFG,Asia,5440447.0,2167.0,231364.0,19.0,4409.279066666667,1.7562666666666666,187.51196666666667,0.015399999999999999,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,73.61666666666666,159.56666666666666,106.53333333333333,14.25,27.9,7.95
Afghanistan,2022-07-01,AFG,Asia,5696603.0,3150.0,239696.0,25.0,4467.952193548387,2.470516129032258,187.9980322580645,0.019516129032258064,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,68.51612903225806,153.19354838709677,115.2258064516129,14.258064516129032,14.370967741935484,9.774193548387096
Afghanistan,2022-08-01,AFG,Asia,5870406.0,7670.0,240566.0,30.0,4604.269161290323,6.015709677419355,188.68032258064517,0.023516129032258064,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,77.20967741935483,171.2741935483871,116.35483870967742,14.903225806451612,23.0,11.903225806451612
Afghanistan,2022-09-01,AFG,Asia,5894303.0,5817.0,233708.0,22.0,4777.1124,4.7145,189.4116,0.0178,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,80.05,166.58333333333334,111.43333333333334,14.816666666666666,31.483333333333334,9.35
Afghanistan,2022-10-01,AFG,Asia,6235090.0,3926.0,242139.0,22.0,4890.297516129032,3.0792580645161287,189.9142258064516,0.017193548387096774,54.422,18.6,2.581,1.337,1803.987,597.029,9.59,64.83,0.511,41128772.0,Afghanistan,AF,ChIJbQL_-LZu0TgReNqWvg1GtfM,80.43333333333334,163.9,110.86666666666666,15.6,30.6,9.066666666666666
Angola,2020-02-01,AGO,Africa,48838547.05945528,0.0,635814.9444926686,0.0,104108.53016278252,0.0,875.4515668980223,0.0,23.89,16.8,2.405,1.362,5819.495000000001,276.045,3.9400000000000004,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-4.486111111111111,-11.277777777777779,129.02777777777777,3.5833333333333335,-6.819444444444445,3.0833333333333335
Angola,2020-03-01,AGO,Africa,48838552.05945528,4.0,679664.2510094043,0.0,97391.85531357075,0.003612903225806452,875.4515668980223,0.0,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-13.027027027027026,-22.905405405405407,125.12837837837837,-12.554054054054054,-4.722972972972973,5.148648648648648
Angola,2020-04-01,AGO,Africa,579.0,23.0,657739.5977510364,0.0,0.5422666666666667,0.02146666666666667,875.4515668980223,0.0,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-58.41935483870968,-40.15483870967742,117.93548387096774,-52.99354838709677,-37.43225806451613,12.664516129032258
Angola,2020-05-01,AGO,Africa,1589.0,57.0,416611.4119089898,4.0,1.4402580645161291,0.05164516129032258,536.6059280987878,0.003612903225806452,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-50.370860927152314,-30.807947019867548,117.5364238410596,-47.56953642384106,-14.198675496688741,10.562913907284768
Angola,2020-06-01,AGO,Africa,4550.0,192.0,200.0,7.0,4.261533333333333,0.17976666666666666,0.18723333333333333,0.006533333333333334,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-43.55921052631579,-24.32894736842105,127.19736842105263,-41.80921052631579,-2.236842105263158,7.934210526315789
Angola,2020-07-01,AGO,Africa,19296.0,833.0,879.0,40.0,17.49006451612903,0.7550645161290322,0.7967741935483871,0.03616129032258065,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-44.30128205128205,-23.42948717948718,125.89102564102564,-41.26923076923077,-3.1858974358974357,8.102564102564102
Angola,2020-08-01,AGO,Africa,57654.0,1515.0,2574.0,56.0,52.25796774193549,1.3732903225806452,2.333032258064516,0.05058064516129032,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-33.48543689320388,-14.980582524271844,76.24271844660194,-42.55339805825243,-5.330097087378641,8.902912621359222
Angola,2020-09-01,AGO,Africa,109151.0,2281.0,4176.0,67.0,102.2329,2.1364666666666663,3.9112999999999998,0.06253333333333334,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-36.099173553719005,-20.107438016528924,111.22314049586777,-37.396694214876035,-13.40495867768595,7.603305785123967
Angola,2020-10-01,AGO,Africa,227654.0,5653.0,7262.0,108.0,206.34683870967743,5.123870967741936,6.582354838709677,0.09767741935483872,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-42.5126582278481,-21.10126582278481,142.8987341772152,-32.75316455696203,-10.265822784810126,5.772151898734177
Angola,2020-11-01,AGO,Africa,400087.0,4545.0,9578.0,64.0,374.7291333333333,4.2569333333333335,8.9709,0.05973333333333333,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-42.41059602649007,-25.801324503311257,140.49006622516555,-34.29139072847682,-12.258278145695364,5.768211920529802
Angola,2020-12-01,AGO,Africa,505548.0,2330.0,11633.0,59.0,458.23141935483875,2.1119354838709676,10.544290322580645,0.053322580645161294,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-39.95031055900621,-24.60248447204969,149.8695652173913,-28.26086956521739,-11.813664596273291,4.925465838509317
Angola,2021-01-01,AGO,Africa,578046.0,2349.0,13420.0,59.0,523.9440967741936,2.1291935483870965,12.164,0.053290322580645165,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-43.61290322580645,-29.761290322580646,140.13548387096773,-31.980645161290322,-12.735483870967743,4.490322580645161
Angola,2021-02-01,AGO,Africa,568497.0,1000.0,13655.0,42.0,570.4984285714286,1.0035,13.703035714285715,0.04203571428571429,23.890000000000004,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.5810000000000001,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-41.416666666666664,-23.38888888888889,143.25,-34.1875,-25.21527777777778,2.5208333333333335
Angola,2021-03-01,AGO,Africa,664795.0,1400.0,16166.0,30.0,602.573870967742,1.2690322580645161,14.65283870967742,0.027096774193548386,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-37.7037037037037,-18.364197530864196,144.82716049382717,-33.864197530864196,-20.746913580246915,1.7777777777777777
Angola,2021-04-01,AGO,Africa,721730.0,4249.0,16792.0,58.0,675.9860666666666,3.979766666666667,15.7277,0.05413333333333334,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-36.12820512820513,-17.096153846153847,145.17307692307693,-33.12820512820513,-11.698717948717949,1.8205128205128205
Angola,2021-05-01,AGO,Africa,940308.0,7935.0,20809.0,170.0,852.3004193548387,7.19241935483871,18.861354838709676,0.15403225806451615,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-31.961290322580645,-11.025806451612903,146.2,-32.038709677419355,-5.612903225806452,2.3096774193548386
Angola,2021-06-01,AGO,Africa,1105482.0,4316.0,25075.0,130.0,1035.4155333333333,4.0424999999999995,23.485733333333332,0.12163333333333333,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-28.15032679738562,-8.647058823529411,153.58169934640523,-33.01307189542484,0.0784313725490196,1.3725490196078431
Angola,2021-07-01,AGO,Africa,1257040.0,3964.0,29481.0,114.0,1139.388,3.593032258064516,26.721806451612903,0.10312903225806452,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-24.120253164556964,-5.544303797468355,156.27848101265823,-31.639240506329113,-1.4113924050632911,0.930379746835443
Angola,2021-08-01,AGO,Africa,1389714.0,4685.0,34157.0,202.0,1259.6445161290324,4.2465161290322575,30.96009677419355,0.1829677419354839,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-22.471698113207548,-4.044025157232705,159.85534591194968,-27.57861635220126,-1.1320754716981132,0.7610062893081762
Angola,2021-09-01,AGO,Africa,1543245.0,9252.0,40983.0,327.0,1445.4327,8.665600000000001,38.38543333333334,0.30623333333333336,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-20.63157894736842,-3.2434210526315788,162.33552631578948,-18.42105263157895,-1.0263157894736843,0.4276315789473684
Angola,2021-10-01,AGO,Africa,1922604.0,7791.0,51077.0,171.0,1742.659,7.061774193548387,46.29648387096774,0.15490322580645163,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-13.393103448275863,2.406896551724138,161.05517241379312,-20.06206896551724,10.255172413793103,-0.6482758620689655
Angola,2021-11-01,AGO,Africa,1945898.0,781.0,51758.0,25.0,1822.5652,0.7314666666666666,48.47756666666667,0.023333333333333334,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-11.676258992805755,2.7985611510791366,164.41726618705036,-11.553956834532373,2.014388489208633,-0.4172661870503597
Angola,2021-12-01,AGO,Africa,2091752.0,11632.0,53941.0,24.0,1895.975741935484,10.54325806451613,48.89229032258065,0.02170967741935484,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-10.894366197183098,4.161971830985915,162.88732394366198,-10.774647887323944,6.725352112676056,0.5563380281690141
Angola,2022-01-01,AGO,Africa,2849676.0,21289.0,57217.0,138.0,2582.9622580645164,19.296451612903226,51.86183870967742,0.12496774193548388,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,-12.977272727272727,-5.143939393939394,156.6969696969697,-14.977272727272727,11.727272727272727,2.803030303030303
Angola,2022-02-01,AGO,Africa,2758163.0,625.0,53133.0,4.0,2767.8730357142854,0.6271428571428571,53.32,0.004,23.890000000000004,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.5810000000000001,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,2.7383177570093458,7.4672897196261685,165.25233644859813,-4.925233644859813,25.514018691588785,1.514018691588785
Angola,2022-03-01,AGO,Africa,3067300.0,437.0,58900.0,1.0,2780.217870967742,0.3960967741935484,53.387,0.000903225806451613,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,10.066666666666666,11.75,179.85,-0.6916666666666667,34.225,5.266666666666667
Angola,2022-04-01,AGO,Africa,2977685.0,185.0,57000.0,0.0,2788.9567666666667,0.17323333333333332,53.38700000000001,0.0,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,20.585585585585587,21.774774774774773,188.84684684684686,18.207207207207208,46.54054054054054,5.414414414414415
Angola,2022-05-01,AGO,Africa,3085171.0,516.0,58900.0,0.0,2796.416322580645,0.46767741935483875,53.387,0.0,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,28.871559633027523,30.30275229357798,191.56880733944953,24.34862385321101,61.908256880733944,4.4036697247706424
Angola,2022-06-01,AGO,Africa,3011482.0,1481.0,57000.0,0.0,2820.6113,1.3871333333333336,53.38700000000001,0.0,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,33.38834951456311,36.09708737864078,193.36893203883494,32.0873786407767,67.11650485436893,4.864077669902913
Angola,2022-07-01,AGO,Africa,3165385.0,1155.0,59191.0,16.0,2869.1225483870967,1.0469032258064517,53.650774193548386,0.014483870967741936,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,34.675925925925924,35.02777777777778,197.1851851851852,33.638888888888886,62.398148148148145,5.416666666666667
Angola,2022-08-01,AGO,Africa,3188360.0,617.0,59427.0,1.0,2889.9474193548385,0.5592903225806451,53.865,0.000903225806451613,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,31.719298245614034,34.833333333333336,208.5438596491228,29.842105263157894,53.81578947368421,6.842105263157895
Angola,2022-09-01,AGO,Africa,3094304.0,138.0,57510.0,0.0,2898.184333333333,0.12926666666666667,53.865,0.0,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,29.618181818181817,31.681818181818183,208.0090909090909,25.89090909090909,61.3,5.245454545454545
Angola,2022-10-01,AGO,Africa,3205384.0,718.0,59428.0,1.0,2905.3778064516127,0.6508064516129033,53.865903225806456,0.000903225806451613,23.89,16.8,2.405,1.362,5819.495,276.045,3.94,61.15,0.581,35588996.0,Angola,AO,ChIJJ4utyk7yURoRPU5KDZ0oClk,41.73076923076923,39.82692307692308,217.25,36.53846153846154,73.17307692307692,3.9038461538461537
Antigua and Barbuda,2020-02-01,ATG,North America,48838547.05945528,0.0,635814.9444926686,0.0,104108.53016278252,0.0,875.4515668980223,0.0,231.845,32.1,6.933,4.631,21490.943,191.511,13.17,77.02,0.778,93772.0,Antigua and Barbuda,AG,ChIJwdG4bbluDYwRlHmL4Yg3aic,14.0,15.319148936170214,31.48936170212766,-2.2127659574468086,0.14893617021276595,2.8297872340425534
Antigua and Barbuda,2020-03-01,ATG,North America,23577274.614909448,7.0,679664.2510094043,0.0,47032.23568641792,2.4080322580645164,875.4515668980223,0.0,231.845,32.1,6.933,4.631,21490.943,191.511,13.17,77.02,0.778,93772.0,Antigua and Barbuda,AG,ChIJwdG4bbluDYwRlHmL4Yg3aic,11.843478260869565,18.269565217391303,35.74782608695652,-21.469565217391306,-12.643478260869566,6.173913043478261
Antigua and Barbuda,2020-04-01,ATG,North America,570.0,17.0,175452.22606694305,3.0,202.6191,6.043,253.00441783947264,1.0664,231.845,32.1,6.933000000000001,4.631,21490.943000000003,191.511,13.17,77.02,0.778,93772.0,Antigua and Barbuda,AG,ChIJwdG4bbluDYwRlHmL4Yg3aic,-11.193548387096774,-3.3225806451612905,22.322580645161292,-64.33870967741936,-66.64516129032258,10.411290322580646
